======PRINT TOP-K FREQUENT ITEMSETS FROM UNCERTAIN DATABASES=====

Itemset [173] | ExpSup=15.8500
Itemset [1353] | ExpSup=6.0500
Itemset [855] | ExpSup=6.0500
Itemset [899] | ExpSup=6.0500
Itemset [539] | ExpSup=6.0500
Itemset [635] | ExpSup=6.0500
Itemset [205] | ExpSup=6.0500
Itemset [1108] | ExpSup=6.0500
Itemset [1043] | ExpSup=6.0500
Itemset [485] | ExpSup=6.0400
Itemset [1094] | ExpSup=6.0300
Itemset [110] | ExpSup=6.0300
Itemset [309] | ExpSup=6.0200
Itemset [524] | ExpSup=6.0200
Itemset [49] | ExpSup=6.0200
Itemset [880] | ExpSup=6.0200
Itemset [297] | ExpSup=6.0200
Itemset [195] | ExpSup=6.0100
Itemset [1169] | ExpSup=6.0100
Itemset [1103] | ExpSup=6.0100
Itemset [814] | ExpSup=6.0100
Itemset [318] | ExpSup=6.0000
Itemset [1290] | ExpSup=6.0000
Itemset [252] | ExpSup=6.0000
Itemset [600] | ExpSup=6.0000
Itemset [10] | ExpSup=5.9900
Itemset [1092] | ExpSup=5.9900
Itemset [80] | ExpSup=5.9800
Itemset [1388] | ExpSup=5.9800
Itemset [301] | ExpSup=5.9800
Itemset [1197] | ExpSup=5.9700
Itemset [1516] | ExpSup=5.9700
Itemset [476] | ExpSup=5.9600
Itemset [1527] | ExpSup=5.9600
Itemset [1559] | ExpSup=5.9600
Itemset [895] | ExpSup=5.9600
Itemset [1228] | ExpSup=5.9400
Itemset [1385] | ExpSup=5.9400
Itemset [816] | ExpSup=5.9300
Itemset [904] | ExpSup=5.9300
Itemset [1175] | ExpSup=5.9300
Itemset [613] | ExpSup=5.9200
Itemset [214] | ExpSup=5.9200
Itemset [1208] | ExpSup=5.9200
Itemset [213] | ExpSup=5.9100
Itemset [394] | ExpSup=5.9100
Itemset [260] | ExpSup=5.9100
Itemset [1492] | ExpSup=5.9000
Itemset [61] | ExpSup=5.9000
Itemset [874] | ExpSup=5.9000
Itemset [1506] | ExpSup=5.9000
Itemset [480] | ExpSup=5.9000
Itemset [902] | ExpSup=5.9000
Itemset [586] | ExpSup=5.8900
Itemset [949] | ExpSup=5.8900
Itemset [1410] | ExpSup=5.8800
Itemset [230] | ExpSup=5.8800
Itemset [427] | ExpSup=5.8700
Itemset [620] | ExpSup=5.8700
Itemset [771] | ExpSup=5.8600
Itemset [1080] | ExpSup=5.8600
Itemset [1490] | ExpSup=5.8600
Itemset [534] | ExpSup=5.8600
Itemset [36] | ExpSup=5.8500
Itemset [1396] | ExpSup=5.8500
Itemset [1518] | ExpSup=5.8500
Itemset [341] | ExpSup=5.8500
Itemset [228] | ExpSup=5.8400
Itemset [1372] | ExpSup=5.8400
Itemset [52] | ExpSup=5.8400
Itemset [639] | ExpSup=5.8400
Itemset [1162] | ExpSup=5.8300
Itemset [750] | ExpSup=5.8300
Itemset [864] | ExpSup=5.8300
Itemset [763] | ExpSup=5.8200
Itemset [11] | ExpSup=5.8200
Itemset [649] | ExpSup=5.8200
Itemset [1347] | ExpSup=5.8100
Itemset [723] | ExpSup=5.8000
Itemset [237] | ExpSup=5.8000
Itemset [1248] | ExpSup=5.8000
Itemset [826] | ExpSup=5.8000
Itemset [1067] | ExpSup=5.8000
Itemset [969] | ExpSup=5.8000
Itemset [530] | ExpSup=5.8000
Itemset [175] | ExpSup=5.7900
Itemset [1019] | ExpSup=5.7800
Itemset [490] | ExpSup=5.7800
Itemset [345] | ExpSup=5.7800
Itemset [1350] | ExpSup=5.7800
Itemset [551] | ExpSup=5.7800
Itemset [955] | ExpSup=5.7800
Itemset [1198] | ExpSup=5.7700
Itemset [933] | ExpSup=5.7700
Itemset [684] | ExpSup=5.7700
Itemset [1495] | ExpSup=5.7700
Itemset [68] | ExpSup=5.7700
Itemset [220] | ExpSup=5.7600
Itemset [1223] | ExpSup=5.7600
Itemset [1528] | ExpSup=5.7600
Itemset [1368] | ExpSup=5.7600
Itemset [328] | ExpSup=5.7500
Itemset [1287] | ExpSup=5.7500
Itemset [275] | ExpSup=5.7500
Itemset [931] | ExpSup=5.7500
Itemset [447] | ExpSup=5.7500
Itemset [1137] | ExpSup=5.7500
Itemset [1336] | ExpSup=5.7400
Itemset [33] | ExpSup=5.7400
Itemset [231] | ExpSup=5.7400
Itemset [633] | ExpSup=5.7400
Itemset [1161] | ExpSup=5.7400
Itemset [616] | ExpSup=5.7400
Itemset [532] | ExpSup=5.7400
Itemset [415] | ExpSup=5.7300
Itemset [343] | ExpSup=5.7200
Itemset [694] | ExpSup=5.7200
Itemset [1351] | ExpSup=5.7200
Itemset [366] | ExpSup=5.7100
Itemset [728] | ExpSup=5.7100
Itemset [930] | ExpSup=5.7000
Itemset [1502] | ExpSup=5.6900
Itemset [783] | ExpSup=5.6900
Itemset [27] | ExpSup=5.6900
Itemset [1557] | ExpSup=5.6900
Itemset [621] | ExpSup=5.6900
Itemset [501] | ExpSup=5.6900
Itemset [132] | ExpSup=5.6800
Itemset [657] | ExpSup=5.6800
Itemset [1318] | ExpSup=5.6800
Itemset [588] | ExpSup=5.6800
Itemset [1229] | ExpSup=5.6700
Itemset [1362] | ExpSup=5.6700
Itemset [1117] | ExpSup=5.6700
Itemset [500] | ExpSup=5.6600
Itemset [733] | ExpSup=5.6600
Itemset [1244] | ExpSup=5.6500
Itemset [505] | ExpSup=5.6500
Itemset [1391] | ExpSup=5.6500
Itemset [1084] | ExpSup=5.6500
Itemset [382] | ExpSup=5.6400
Itemset [1003] | ExpSup=5.6300
Itemset [584] | ExpSup=5.6200
Itemset [738] | ExpSup=5.6200
Itemset [340] | ExpSup=5.6200
Itemset [724] | ExpSup=5.6100
Itemset [1553] | ExpSup=5.6100
Itemset [1215] | ExpSup=5.6100
Itemset [690] | ExpSup=5.6100
Itemset [1087] | ExpSup=5.6000
Itemset [1074] | ExpSup=5.6000
Itemset [391] | ExpSup=5.5900
Itemset [549] | ExpSup=5.5800
Itemset [308] | ExpSup=5.5800
Itemset [1501] | ExpSup=5.5700
Itemset [919] | ExpSup=5.5700
Itemset [699] | ExpSup=5.5600
Itemset [659] | ExpSup=5.5600
Itemset [1380] | ExpSup=5.5600
Itemset [1558] | ExpSup=5.5600
Itemset [1457] | ExpSup=5.5500
Itemset [923] | ExpSup=5.5500
Itemset [948] | ExpSup=5.5500
Itemset [1024] | ExpSup=5.5500
Itemset [13] | ExpSup=5.5400
Itemset [1271] | ExpSup=5.5300
Itemset [1069] | ExpSup=5.5300
Itemset [553] | ExpSup=5.5300
Itemset [546] | ExpSup=5.5300
Itemset [1369] | ExpSup=5.5200
Itemset [536] | ExpSup=5.5200
Itemset [1001] | ExpSup=5.5200
Itemset [1407] | ExpSup=5.5200
Itemset [777] | ExpSup=5.5100
Itemset [1065] | ExpSup=5.5100
Itemset [1105] | ExpSup=5.5000
Itemset [1376] | ExpSup=5.5000
Itemset [741] | ExpSup=5.4900
Itemset [363] | ExpSup=5.4900
Itemset [1265] | ExpSup=5.4900
Itemset [542] | ExpSup=5.4900
Itemset [1111] | ExpSup=5.4900
Itemset [63] | ExpSup=5.4800
Itemset [1416] | ExpSup=5.4800
Itemset [35] | ExpSup=5.4800

============= TOP-K FREQUENT FROM UNCERTAIN DATABASES=============
 Top K = 900
 Items count from dataset: 1559
 Transactions count from dataset : 4141
 Maximum memory usage : 2.0010833740234375 mb
 Total time ~ 1221 ms
===================================================
